corp_code,corp_name,corp_name_eng,stock_code,ceo_nm,corp_cls,jurir_no,bizr_no,adres,hm_url,ir_url,phn_no,fax_no,induty_code,est_dt,acc_mt
01624162,삼성기업인수목적6호 주식회사,SAMSUNG SPECIAL PURPOSE ACQUISITION 6 COMPANY,425290,이주혁,E,1101118237201,4238702503,서울특별시 서초구 서초대로74길 11,,,02-2020-7573,,661,20220321,12
01061497,(주)에프에스엔,"FSN Co., Ltd.",214270,"서정교, 박태순(공동대표이사)",K,1101115617076,2208895545,서울특별시 강남구 언주로 637 싸이칸타워,fsn.co.kr,,02-541-3126,02-518-8367,582,20150116,12
00239639,(주)삼표시멘트,"SAMPYO Cement Co., Ltd.",038500,"배동환, 이원진(각자대표)",K,1101110738637,2298104571,강원도 삼척시  동양길 20,www.sampyocement.co.kr,,033-571-7000,02-6270-5196,239,19901222,12
00372873,(주)케이티아이에스,ktis Corporation,058860,이선주,Y,1101112271510,1018171660,서울특별시 영등포구 여의대로 14 케이티빌딩 10층,www.ktis.co.kr,,02-3215-2054,02-3215-2059,63991,20010627,12
00532059,그린생명과학(주),"GREEN LIFESCIENCE CO., LTD.",114450,"양준화, 이기성(각자 대표이사)",K,2062110029823,4178130958,전라남도 여수시 여수산단2로 84,www.kpxls.com/ ,,061-688-4600,02-364-8350,211,20050401,12
00580199,(주)메디톡스,Medy-Tox Inc.,086900,정현호,K,1648110016928,3128142130,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,www.medytox.com,,043-217-1555,043-217-1557,211,20000502,12
00877059,삼성바이오로직스(주),"SAMSUNG BIOLOGICS CO.,LTD.",207940,임존종보 (Rim John Chongbo),Y,1201110566317,1318627632,인천광역시 연수구 송도바이오대로 300,www.samsungbiologics.com,,032-455-3114,032-455-3825,211,20110422,12
00926522,테고사이언스(주),"Tego Science, Inc.",191420,전세화,K,1601110114126,3148140292,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스)",www.tegoscience.com,,02-818-2900,02-2107-3173,211,20010320,12
01114586,주식회사 셀레믹스,"Celemics, Inc.",331920,"김효기, 이용훈",K,1101114481282,1198635850,"서울특별시 금천구 가산디지털1로 131, A동 19층 및 20층 2004호 외",www.celemics.com/,,02-6746-8067,02-6746-8073,211,20101129,12
01319899,에스케이바이오사이언스(주),"SK Bioscience Co.,Ltd",302440,안재용,Y,1311110523736,8188600991,경기도 성남시 분당구 판교로 310,www.skbioscience.com,,02-2008-2136,02-2008-2739,211,20180701,12
00102618,계양전기(주),"KEYANG ELECTRIC MACHINERY CO.,LTD",012200,임영환,Y,1101110212889,1048134422,서울특별시 강남구 테헤란로 508 (대치동)해성2빌딩 2층,www.keyang.co.kr,www.keyang.co.kr,02-559-6800,02-559-6860,291,19770427,12
00297095,나라엠앤디(주),"NARA MOLD AND DIE CO., LTD.",051490,"김영조, 김정훈 (각자 대표이사)",K,1942110033580,6098135789,경상남도 창원시 성산구  공단로 675 나라엠앤디(주),www.naramnd.com,,055-239-3600,055-239-3694,292,19990219,12
00384887,에이테크솔루션(주),"A-Tech Solution CO., LTD.",071670,유영목,K,1345110051645,1358148139,경기도 화성시  정남면 가장로 277,www.atechsolution.co.kr,,031-350-8167,031-350-8146,292,20010820,12
01456011,주식회사 디어유,"DEAR U Co.,Ltd.",376300,안종오,K,1101116450615,1118700747,서울특별시 강남구 학동로25길 37 -,www.dear-u.co,,02-6203-1220,02-6925-2388,58222,20170704,12
00145446,이건산업(주),EAGON INDUSTRIAL LTD,008250,백오현,Y,1201110001959,1318106200,인천광역시 남구 염전로 91,www.eagon.com,,032-760-0800,0327600955,16211,19721207,12
00141246,에스지씨이앤씨(주),"SGC E&C Co., Ltd.",016250,"이우성, 이창모 (각자대표이사)",K,1101110327555,2148189369,서울특별시 서초구 양재대로 246(염곡동),www.sgcetec.co.kr,,02-489-9000,02-489-8997,4112,19820914,12
00203290,콜마홀딩스(주),"KOLMAR HOLDINGS CO.,LTD.",024720,윤상현,Y,1647110001591,3078102816,세종특별자치시  전의면 덕고개길 12-11,www.kolmarholdings.co.kr,,041-862-1057,02-515-1531,64992,19900515,12
00753643,(주)주성코퍼레이션,JOOSUNG CORPORATION,109070,허용호,Y,1313110088017,1258179538,충청남도 당진시 시곡로 307 -,www.joosungcorp.com,,070-7563-6333,031-627-9370,264,20090225,12
00441128,(주)아리온테크놀로지,ARIONTECHNOLOGYINC.,058220,이정필,E,1341110069357,1238151500,경기도 안양시 동안구 부림로170번길 44 아트뷰빌딩 2층,www.arion.co.kr,,02-853-9108,031-361-3099,264,19991028,12
01672053,케이비제22호기업인수목적 주식회사,KB No.22 Special Purpose Acquisition Company,436530,오동출,E,1101118336946,1578102773,서울특별시 강남구 선릉로90길 40,,,02-523-8333,,661,20220617,12
00104537,(주)국영지앤엠,KUK YOUNG G M,006050,"최재원,JUSTIN CHOE(최경승)",K,1101110103707,2078141843,"서울시 서초구 서초중앙로 36 (서초동, 준영빌딩 7층)",www.kukyong.com,,02-2015-0370,02 -2015-0399,231,19690507,12
00105855,엘에스일렉트릭 주식회사,"LS ELECTRIC CO., LTD",010120,"구자균, 채대석",Y,1101110520076,1168119273,경기도 안양시 동안구  엘에스로 127 LS타워,www.ls-electric.com,,02-2034-4184,02-2034-4260,28121,19740724,12
00143907,(주)원일특강,WonilSpecialSteel,012620,최극태,K,1101110220288,1198101622,"경기도 시흥시  공단2대로256번길 4 (정왕동, 시화공단3바104)",www.wonilsteel.co.kr,www.wonilsteel.co.kr,031-434-1221,031-434-8500,24123,19771014,12
00111421,(주)휴니드테크놀러지스,HUNEED TECHNOLOGIES,005870,김유진,Y,1341110005202,1238106174,인천광역시 연수구  벤처로 87,www.huneed.com,,032-457-6000,032-457-6040,2642,19681211,12
00185046,(주)에스엠컬처앤콘텐츠,"SM Culture & Contents Co., Ltd.",048550,박태현,K,1101110275134,2198111153,"서울특별시 성동구 왕십리로 83-21 디타워동 14층(성수동1가, 아크로 서울포레스트)",www.smcultureandcontents.com,,02-6233-6400,02-6240-9590,713,19800513,12
00918222,(주)엘앤케이바이오메드,"L&K BIOMED CO., LTD.",156100,강국진(단독대표),K,1101114017227,1058726820,경기도 용인시 기흥구 동백중앙로16번길 16-25 201호 &nbsp,www.lnkbiomed.com,,02-6717-1911,1600-0843,27194,20081222,12
00391197,(주)하이퍼코퍼레이션,Hyper Corporation Inc.,065650,이상석,K,1101111390816,2038123576,"서울특별시 금천구 가산디지털1로 186 제에이동 제5층 제517호(가산동, 제이플라츠)",medifon.com,,02-545-9277,02-545-9288,465,19970318,12
00657783,모델솔루션 주식회사,"Model Solution Co., Ltd.",417970,우병일,K,1101113176925,1138196403,서울특별시 금천구 벚꽃로20길 24,www.model-solution.com,,070-8854-1160,02-896-0318,292,20050225,12
01311310,주식회사 지아이텍,"G.I.Tech Co.,Ltd.",382480,"이인영,이상권(각자 대표이사)",K,1648110065785,3128639116,충청남도 아산시 둔포면 아산밸리로387번길 42,gitec.kr,,041-543-1316,041-543-2316,292,20120502,12
00825959,(주)하이비젼시스템,HyVISION SYSTEM.INC,126700,최 두 원,K,1101114324127,1048627794,경기도 성남시 중원구 둔촌대로 527 -,www.hyvision.co.kr,,031-735-1573,031-735-1574,273,20100408,12
00144650,(주)유신,Yooshin Engineering Corporation,054930,"박석성, 전경수, 장학성",K,1101110061666,2208118141,"서울특별시 동작구 보라매로5가길 24 4층(신대방, 보라매나산스위트)",www.yooshin.co.kr,,(02)6202-0114,02-6202-0909,72111,19660117,12
00469799,(주)이엔플러스,"ENPLUS CO., LTD",074610,최용인,Y,1355110144291,1348608314,경기도 화성시  비봉면 현대기아로 818-11,www.en3.co.kr,,031-366-9600,031-366-9605,29193,20031203,12
00299464,(주)초록뱀미디어,"CHOROKBAEM MEDIA CO.,LTD.",047820,"김동준,윤동현 (각자대표이사)",K,1101111549786,2208152270,"서울특별시 강남구 언주로 726 16층(논현동, 두산빌딩)",www.chorokbaem.com,,02-6925-7000,02-545-0456,59114,19980526,12
00602136,디와이피엔에프(주),"DYPNF CO.,LTD",104460,유병욱,K,1101111725386,1138154363,서울특별시 강서구 마곡중앙8로7길 39 -,www.dypnf.com,,02-2106-8000,02-2106-8080,29163,19990701,12
00814786,(주)티엔엔터테인먼트,"TN entertainment Co., Ltd.",131100,"김동준, 윤동현(각자대표이사)",K,1601110221319,3148187870,"서울특별시 강남구 언주로 726 16층(논현동, 두산빌딩)",chorokbaemenm.com,www.chorokbaemenm.com,02-566-2055,02-566-2056,591,20070314,12
00172185,(주)남성,NAMSUNG CORPORATION,004270,윤성호,Y,1101110054760,1138107079,서울특별시 금천구 디지털로 130 남성프라자 15층,www.namsung.com,,02-2109-1550,864-8399,467,19650610,12
01116265,(주)카티스,CATIS INC.,140430,김승수,K,1101113388025,2018195832,경기도 안양시 만안구 덕천로48번길 28,CATIS.CO.KR,,1644-8411,0303-3130-8411,620,20060125,12
00203847,국일신동(주),"KUKIL METAL CO., LTD",060480,"최두현,손인국 (각자대표)",K,1201110082793,1398102120,경기도 안산시 단원구 번영2로 58 &nbsp,www.kukilmetal.com,,031-499-9192,031-431-9195,24221,19930226,12
00120571,롯데칠성음료(주),"LOTTE CHILSUNG BEVERAGE CO.,LTD",005300,박윤기,Y,1101110003684,2148107770,서울특별시 서초구 서초대로70길 15,company.lottechilsung.co.kr,https://company.lottechilsung.co.kr/kor/invest/irreport/list.do,02-3479-9114,02-535-8619,11209,19671129,12
00220969,(주)오공,OKONG Corporation,045060,"김윤정,김중화",K,1243110001513,1308101293,인천광역시 남동구  함박뫼로 341,www.okong.com,,032 -822 -5050,032-812-5050,20493,19740912,12
00225742,엘에스마린솔루션 주식회사,"LS Marine Solution Co., Ltd.",060370,"구본규, 김병옥(각자대표)",K,1801110181428,6188118519,부산광역시 동구 중앙대로 184 16층,lsmarinesolution.co.kr,,(051)704-0004,051-704-0322,423,19950417,12
00236863,(주)희림종합건축사사무소,Heerim Architects & Planners,037440,"정영균, 권기재 (각자대표)",K,1101110660806,2148115867,서울특별시 강동구 상일로6길 39-,www.heerim.com,,02-3410-9219,02  -3410-9098,72111,19960730,12
00313649,현대바이오사이언스(주),"HYUNDAI BIOSCIENCE CO., LTD.",048410,진근우,K,1344110015693,1268145614,경상북도 김천시  아포읍 아포공단길 106,www.hyundaibioscience.com,,02-1544-3194,02-362-8813,204,20000525,12
00331016,(주)에프앤가이드,FnGuide Inc.,064850,이기태,K,1101112017922,2208191972,서울특별시 강서구 마곡중앙2로 61,www.fnguide.com,http://corp.fnguide.com/fng/index.fng,02-769-7700,02-769-7788,639,20000705,12
00231363,(주)LG유플러스,LG Uplus Corp,032640,홍범식,Y,1101111296676,2208139938,서울특별시 용산구 한강대로 32 (한강로3가) LG유플러스 용산사옥,www.uplus.co.kr,,02-3773-1114,02-6928-1074,61220,19960711,12
00364740,(주)머큐리,MERCURY CORPORATION,100590,"김종협, 김상우(각자대표)",K,1201110230277,1378131255,인천광역시 서구 가재울로 90,www.mercury.co.kr,,032-580-3114,032-580-3059,2642,20000821,12
00274933,(주)신세계푸드,SHINSEGAE FOOD Inc.,031440,강승협,Y,1101110305288,2158147377,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)",www.shinsegaefood.com,,02-3397-6000,02-3397-6198,56130,19791011,12
00487546,(주)웰크론한텍,"WELCRON HANTEC CO.,LTD.",076080,"이영규, 이기창, 강영길 (각자대표)",K,1101111118276,1268123094,경기도 화성시  향남읍 발안공단로 92-36,www.welcronhantec.co.kr,http://www.welcronhantec.co.kr/html/main.asp,031-350-8900,02-854-1681,411,19950112,12
00303873,씨제이씨지브이(주),"CJ CGV CO.,LTD.",079160,정종민,Y,1101111673220,1048145690,서울특별시 용산구 한강대로23길 55 아이파크몰 6층(한강로동),www.cgv.co.kr,,02-371-6660,02-2017-1420,59141,19990330,12
00617314,주식회사 타이거일렉,"TIGER ELEC CO.,LTD.",219130,허재정,K,1201110228610,1218138874,인천광역시 남구 염전로187번길 33,www.tigerelec.com,,032)579-4100,032-573-5893,2622,20000728,12
00657224,(주)아이스크림미디어,"i-Scream Media CO., LTD.",461300,"허주환, 현준우(각자대표)",K,1101112453184,1208633565,경기도 성남시 분당구 판교역로 225-20,www.i-screammedia.com,,02-3440-2300,02-3440-2301,582,20020222,12
00866451,워트 주식회사,"WOT.CO.,LTD.",396470,"박승배, 양귀철(각자 대표이사)",K,1601110172108,3148165634,경기도 화성시 동탄면 동탄산단10길 53-15 &nbsp,wot.co.kr,,031-8047-8600,031-372-8699,29271,20040408,12
01037542,(주)엔피엑스,NPX Inc.,222160,사무엘황,K,1311110051034,1298135890,경기도 용인시 기흥구 탑실로58번길 14 &nbsp,www.bioptro.co.kr/,,031-8005-5155,031-8005-5158,292,20000706,12
01335790,바이젠셀 주식회사,ViGenCell Inc.,308080,기평석,K,1101115059773,1148707720,서울특별시 금천구 가산로9길 66 더리즌밸리 지식산업센터(가산동),www.vigencell.com/kr/index.asp,,02-3478-1686,02-533-7456,701,20130201,12
01343665,알에프머트리얼즈(주),"RF Materials Co., Ltd.",327260,"남동우, 한기우 (각자 대표이사)",K,1355110186996,1408126307,"경기도 안산시 단원구 강촌로 213, 215(목내동) .",www.rf-materials.com,,031-499-2817,031-499-2815,26299,20071228,12
01766167,케이비제26호기업인수목적(주),KB No.26 Special Purpose Acquisition Company,458320,주우식,E,1101118620787,4978703177,서울특별시 영등포구 여의나루로 50,,,02-6114-2957,,66199,20230425,12
00450931,우양에이치씨(주),"WOOYANG HC CO.,LTD.",101970,김진태,K,1350110062633,1348133443,경기도 평택시 포승읍 포승공단로118번길 88,www.wooyang.co.kr,,031-680-9300,031-686-9310,2512,19961001,12
00291231,(주)우전,"WOOJEON CO., LTD.",052270,이종우,E,1101111459969,2208147665,서울특별시 금천구 가산디지털1로 33-23 (가산동),www.woojeon.co.kr,,02-2105-0600,02-3468-6899,262,19970905,12
00161383,한미반도체(주),"HANMI Semiconductor CO., LTD.",042700,곽동신,Y,1201110038423,1378102051,인천광역시 서구 가좌로30번길 14,www.hanmisemi.com,,032-571-9100,(032)578-5557,29271,19801224,12
01012987,주식회사 아모센스,"Amosense Co., Ltd.",357580,김인응,K,1244110093120,1378191480,충청남도 천안시 서북구 직산읍 모시리 308 천안 제4지방산업단지 19-1블럭,www.amosense.co.kr,,041-590-5700,041-590-5600,262,20081101,12
00172680,동국산업(주),DONGKUK INDUSTRIES COMPANY,005160,이원휘,K,1101110085583,2028147522,서울특별시 중구  다동길 46,www.dkis.co.kr,,02-316-7500,02-777-5029,24122,19670901,12
00117498,스틱인베스트먼트(주),"STIC Investments, Inc.",026890,"곽동걸, 강신우",Y,1243110008204,1348107979,서울특별시 강남구 테헤란로78길 12 MSA빌딩,www.stic.co.kr,,02-3404-7800,02-3404-7890,64201,19820624,12
00829380,(주)피제이메탈,"PJ METAL CO., LTD",128660,하경식,K,1101114382878,1208756037,서울특별시 강남구 테헤란로81길 13삼성동 동원빌딩 11층,-,,02-555-4451,02-558-5599,2429,20100630,12
00104388,국도화학(주),"KUKDO CHEMICAL CO.,LTD",007690,"이시창, 황문성",Y,1101110126642,1198104497,서울특별시 금천구  가산디지털2로 61,www.kukdo.com,,02-3282-1400,02)3282-1486,20111,19720222,12
00550082,(주)캔버스엔,"CANVAS N Co.,Ltd.",210120,오희갑,K,1101112753873,1018193460,서울특별시 마포구 상암산로 76 16층일부(상암동),victents.com,,02-786-2245,02-786-2245,59114,20030404,12
01344831,주식회사 딥노이드,DEEPNOID Inc.,315640,최우식,K,1101113841627,1078705990,"서울특별시 구로구 디지털로33길 48 19층(구로동, 대륭포스트타워 7차)",www.deepnoid.com,,02-6952-6001,070-4009-3408,582,20080204,12
00288343,삼영이엔씨(주),"Samyung ENC Co., Ltd.",065570,김중철,K,1801110172667,6018126156,부산광역시 영도구  상리로 69,www.samyungenc.com,,(051)601-6666,02-569-6243,26429,19950206,12
00111999,대원제약(주),"DAEWON PHARMACEUTICAL CO.,LTD",003220,"백승열, BAEK JONATHAN IN",Y,1101110103955,2078136336,서울특별시 성동구 천호대로 386 대원제약,www.daewonpharm.com,,02-2204-7000,02-498-9108,212,19610809,12
00870481,에코캡 주식회사,"ECOCAB CO., LTD.",128540,김창규,K,1801110602755,6058184196,울산광역시 울주군 언양읍 반천반송산업로 137-66,www.ecocab.co.kr,,052-264-1681,052-264-3337,303,20070816,12
01047169,(주)지란지교시큐리티,"Jiransecurity Co., Ltd.",208350,조원희(단독대표),K,1101115527019,1078831670,경기도 성남시 수정구 금토로80번길 37 인피니티타워 W동 4층,www.jiransecurity.com,,02-569-6110,,582,20140930,12
01078178,알에프에이치아이씨(주),RFHIC CORPORATION,218410,조덕수,K,1101115695337,6938100117,경기도 과천시 과천대로12길 110 (문원동),www.rfhic.com,,031-8069-3016,,264,20150414,12
01095722,(주)심텍,"SIMMTECH Co., Ltd.",222800,"전영선, 김영구",K,1501110205802,1338800123,충청북도 청주시 흥덕구 산단로 73 &nbsp,www.simmtech.co.kr,,043-269-9000,043)269-9048,2622,20150701,12
01288410,주식회사 셀바이오휴먼텍,"Cell Bio Human Tech Co., Ltd",318160,이권선,K,1314110346786,3568700092,"경기도 안양시 동안구 시민대로 401 대륭테크노타운15차 제2001호,제2101호",cellbiohumantech.co.kr/,,070-4786-9322,070-4786-9242,139,20150707,12
01514005,주식회사 크라우드웍스,"CrowdWorks, Inc.",355390,김우승,K,1101116384963,2238118325,"서울특별시 강남구 테헤란로 309 삼성제일빌딩, 5층",www.crowdworks.kr,,02-6954-2960,,582,20170425,12
01538528,(주)에이에스텍,"ASTech  Co., Ltd.",453860,"윤종배,이승재",K,1351110074800,1238601591,충청남도 서천군 장항읍 장항산단7길 13 &nbsp,www.asteh.co.kr,,041-957-9911,041-957-9922,20499,20050315,12
01770203,조선내화 주식회사,"Chosun Refractories Co., Ltd.",462520,최광철,Y,2046110071943,2848102978,전라남도 광양시 산업로 55,www.chosunref.co.kr,,061-798-8114,,2321,20230704,12
00481454,금호타이어(주),"KUMHO TIRE CO., INC.",073240,정일택,Y,1101112810590,1018195610,광주광역시 광산구  어등대로 658,www.kumhotire.co.kr,https://www.kumhotire.com/ko/company/irdata/list.do,02-6303-8114,02-6303-8159,221,20030630,12
01138595,뱅크웨어글로벌(주),"Bankware Global Co., Ltd.",199480,"이경조, 이은중",K,1101115141877,1068672164,서울특별시 중구 서소문로11길 19 B동 12층,bankwareglobal.com,bankwareglobal.com,02-501-6415,02-501-6416,58222,20100603,12
00132202,선진뷰티사이언스(주),"SUNJIN BEAUTY SCIENCE CO., LTD.",086710,이성호,K,1350110029576,1348101179,서울특별시 금천구 가산디지털2로 143 가산 어반워크2 16층,sunjinbs.co.kr,,031-494-6322,031-494-6321,20499,19880601,12
01139035,주식회사 티에스아이,"TSI Co., Ltd.",277880,표인식,K,1313110109110,1258196518,"경기도 화성시 동탄첨단산업1로 27 영천동, 금강 펜테리움 IX타워 코벤트가든 M201",taesungind.co.kr/,,031-667-2623,031-8077-2557,292,20110701,12
01544468,이엔셀(주),"ENCell Co., Ltd.",456070,장종욱,K,1101116693918,3608601147,서울특별시 송파구 송파대로 201 17층(송파테라타워2 A동),www.encellinc.com/,,02-6205-8050,,211,20180321,12
00367400,모티브링크(주),"MOTIVELINK CO.,LTD",463480,김기한,K,1345110002367,1358106046,경기도 용인시 처인구 백암면 백암로 79,evpart.co.kr,,031-332-4402,031-332-4114,26294,19770321,12
01311408,주식회사 에코프로머티리얼즈,"ECOPRO MATERIALS CO., LTD.",450080,김병훈,Y,1717110132339,8108800647,경상북도 포항시 북구 흥해읍 영일만산단남로75번길 15,ecopromaterials.com/,,054-720-2200,054-720-2209,28202,20170426,12
00113410,씨제이대한통운(주),CJ Logistics Corporation ,000120,"신영수, 민영학 (각자 대표)",Y,1101110006167,1108105034,서울특별시 종로구 종로5길 7(청진동) Tower 8,www.cjlogistics.com,www.cjlogistics.com,02-3782-0114,02-771-8624,493,19301115,12
00216762,한양이엔지(주),"HANYANG ENG CO.,LTD",045100,"김윤상, 이종근(공동 대표이사)",K,1101110582547,1248137874,"경기도 화성시 영통로26번길 72 (반월동,외2필지)",www.hanyangkorea.com,,031-695-0000,0312040394,721,19880711,12
00131850,SK증권(주),"SK SECURITIES CO.,LTD",001510,"전우종, 정준호",Y,1101110037112,1168136307,서울특별시 영등포구 국제금융로8길 31 여의도동 SK증권빌딩,www.sks.co.kr,,02-3773-8245,02-3773-8107,66121,19550730,12
00536523,(주)로보스타,"Robostar Co.,Ltd.",090360,배병주,K,1101111655393,1138151686,경기도 안산시 상록구  수인로 700,robostar.co.kr,,031-400-3600,031-419-4245,29280,19990226,12
00660750,하나머티리얼즈(주),Hana Materials Inc.,166090,김현주,K,1615110086227,3128188209,충청남도 천안시 서북구 3공단3로 42,hanamts.com,,041-410-1255,010-410-1090,2612,20070123,12
01190780,(주)파워풀엑스,"Power Fulx Co., Ltd.",266870,박인철,N,1101115569079,2618121313,서울특별시 강남구 논현로113길 15 (논현동),www.flexpower.co.kr,,02-500-8088,025412759,204,20141120,12
01208751,(주)아이에스티이,"ISTE Co.,Ltd.",212710,조창현,K,1348110278748,1358635890,경기도 화성시 향남읍 토성로 306 (백토리 185),iste.co.kr/,,031-548-2588,031-547-2589,261,20130828,12
00159005,생고뱅코리아홀딩스 주식회사,"Saint-Gobain Korea Holdings Co., Ltd.",002000,이석우,E,1101110027345,1168100115,"서울특별시 강남구 테헤란로 427 12층 (삼성동, 미차빌딩)",www.saint-gobainkorea.co.kr,,02-3706-9368,02-3706-9000,64992,19570325,12
01866926,케이비제31호기업인수목적(주),KB No.31 Special Purpose Acquisition Company,492220,김형철,K,1101119045231,5108703413,서울특별시 영등포구 여의나루로 50,,,02-6114-0972,02-6114-5642,66199,20240902,12
01695498,이브이파킹서비스(주),"EVPS Co., Ltd.",419700,김정수,E,1101118011754,6038802315,서울특별시 강남구 강남대로 328 705호,evps.co.kr/,,02-6959-0771,0231440778,465,20210901,12
00534701,(주)세아메카닉스,"SeA Mechanics Co., LTD",396300,이성욱,K,1760110019792,5138116079,경상북도 구미시 1공단로10길 80,www.seamechanics.com,,054-467-2024,054-467-2009,259,19990901,12
00124540,(주)대우건설,"DAEWOO ENGINEERING & CONSTRUCTION CO.,LTD",047040,김보현,Y,1101112137895,1048158180,서울특별시 중구 을지로 170 (을지로4가),daewooenc.com,,02-2288-3114,02-2288-3113,41112,20001227,12
01872893,주식회사 에이엠시지,"AMCG Co., Ltd.",495900,서용성,N,1101117803897,6978701880,"서울특별시 서초구 강남대로 331, 광일플라자빌딩 14층 1401호(서초동)",www.amcg.kr/,,02-598-8001,,27199,20210303,12
01663055,한화플러스제3호기업인수목적(주),Hanwha Plus No 3 Special Purpose Acquisition Company,430460,류창우,E,1101118282602,7568602503,서울특별시 영등포구 여의대로 56(여의도동),hanwha-plus-no3spac.com,,02-3772-7733,,661,20220428,12
01784914,주식회사 클로봇,"CLOBOT Co., Ltd.",466100,"각자 대표이사 김창구, 김경필",K,1101116394954,3548600594,"경기도 성남시 분당구 성남대로925번길 16, 701호",clobot.co.kr,,031-706-3323,,58221,20170508,12
00412597,(주)현대홈쇼핑,HYUNDAI HOME SHOPPING NETWORK CORPORATION,057050,"정교선, 한광영(각자 대표이사)",Y,1101112248882,2118676540,서울특별시 강동구  올림픽로70길 34,www.hmall.com,,02-2143-2000,02)2143-2790,47919,20010529,12
01257872,에스퓨얼셀(주),"S-Fuelcell Co., Ltd.",288620,홍성민 (단독대표이사),K,1311110367986,1298686341,"경기도 성남시 분당구 판교역로241번길 20 3층(삼평동, 미래에셋벤처타워)",www.s-fuelcell.com/,,070-4613-4900,070-4613-4999,281,20140228,12
01857991,디비금융제13호기업인수목적 주식회사,"DB Finance No.13 Special Purpose Acquisition Co., Ltd.",489730,양준석,K,1101119015268,6528103281,서울특별시 영등포구 국제금융로8길 32 &nbsp,,,02-369-3523,,649,20240726,12
01761296,한국제12호기업인수목적 주식회사,"Korea No.12 Special Purpose Acquisition Co., LTD.",458610,이연경,K,1101118627642,4428702955,서울특별시 영등포구 의사당대로 88 한국투자증권 빌딩,,,02-3276-5876,,66199,20230503,12
00232007,(주)상지건설,"Sangji Construction, Inc.",042940,김영신,K,1311110004554,1298104500,"서울특별시 강남구 학동로31길 12 5층(논현동, 벤쳐캐슬빌딩)",www.sangji.co.kr,www.sangji.co.kr,02-517-5174,070-4850-8065,411,19790621,12
00791209,(주)메타케어,"METACARE Co., Ltd.",118000,이수진,Y,1701110391532,5048184573,"경기도 화성시 병점중앙로 156 202호(진안동, 드림빌딩)",www.meta-care.co.kr,,02-2186-1300,02-2186-1359,4659,20091201,12
00861720,(주)이즈미디어,"isMedia Co., Ltd",181340,정복헌,E,1358110087437,1248602685,경기도 안양시 동안구 시민대로 361 914호(평촌에이스타워),www.ismedia.com,,031-427-8411,0316461308,27212,20021120,12
00503668,엘아이지넥스원(주),"LIG Nex1 Co., Ltd.",079550,신익현,Y,1101111516933,2158635051,경기도 용인시 기흥구 마북로 207 엘아이지넥스원(주),www.lignex1.com,,1644 - 2005,02-2005-5392,25200,19980225,12
01316245,효성중공업(주),Hyosung Heavy Industries Corporation,298040,우태희,Y,1101116770154,5788700896,서울특별시 마포구 마포대로 119 효성빌딩,www.hyosungheavyindustries.com,,02-707-7000,,281,20180604,12
00783246,글로벌에스엠테크리미티드,Global SM Tech Limited,900070,유대희,K,,OI216422,"GEORGE TOWN,GRAND CAYMAN KY1-1112 CAYMAN ISLANDS SCOTLA CENTRE 4TH FLOOR,P.O.BOX2804,",www.globalsmtech.com,,031-932-9970,031-932-9972,64992,20080828,12
01701328,아이비케이에스제22호기업인수목적 주식회사,IBKS No.22 Special Purpose Acquisition Company,448760,윤별수,K,1101118462379,6708702507,서울특별시 영등포구 국제금융로6길 11 삼덕빌딩,,,02-6915-5334,,66199,20221028,12
00453442,해성에어로보틱스(주),"Haisung Aero-Robotics Co., Ltd.",059270,"이건복,이정훈(각자 대표)",K,1201110148800,1398130494,인천광역시 남동구 능허대로 551,www.haisung.co.kr,www.haisung.co.kr,032-820-3412,032-817-7154,259,19970303,12
01370863,주식회사 그린리소스,"Green Resource Co.,Ltd",402490,"이종수,이종범(공동대표이사)",K,1615110128011,3128626173,인천광역시 서구 파랑로 470 (주)그린리소스,www.greenresource.kr,,0325726939,032-572-6940,261,20110406,12
01574760,신한제8호기업인수목적 주식회사,Shinhan 8th Special Purpose Acquisition Company,393360,김종환,E,1101117923934,7958702029,서울특별시 영등포구 여의대로 70 신한금융투자 4층,,,02-3772-3632,02-780-4186,661,20210616,12
00528791,(주)제일엠앤에스,"JEIL M&S CO., LTD",412540,이영진,K,1101110418833,1248114298,경기도 이천시 부발읍 황무로2065번길 72-75,www.jeilm.co.kr,,031-632-8060,0316328068,292,19860225,12
00629212,(주)딜리,"DILLI ILLUSTRATE INC.,",131180,최근수,K,1154110011579,1278165587,경기도 동두천시 강변로702번길 30,-,,031-860-5500,031-860-5590,26323,19960215,12
00111810,(주)대웅,"DAEWOONG CO.,LTD",003090,윤재춘,Y,1311110000271,1298100178,경기 성남시 중원구 상대원동 223-23,www.daewoong.com/,,02-550-8800,02-2059-1690,212,19610110,12
00243988,에스케이브로드밴드(주),"SK Broadband Co., Ltd.",033630,박진효,E,1101111466659,2148618758,"서울특별시 중구 퇴계로 24 (남대문로5가, SK남산그린빌딩)",www.bworld.co.kr,,02-6266-4747,02-6266-6142,61210,19970926,12
00229021,(주)인성정보,"INSUNG INFORMATION CO., LTD",033230,"원종윤, 조승필",K,1101110834378,2158158985,서울특별시 강남구 테헤란로 301 삼정빌딩 9층,www.insunginfo.co.kr,,02-3400-7000,02-3400-7239,62021,19920210,12
